athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,21,669.41,1050,1836,FIN,1500,1,FREE,32.14
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,22,701.79,1100,1836,FIN,1500,1,FREE,32.38
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,23,734.09,1150,1836,FIN,1500,1,FREE,32.3
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,24,766.58,1200,1836,FIN,1500,1,FREE,32.49
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,25,798.88,1250,1836,FIN,1500,1,FREE,32.3
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,26,831.53,1300,1836,FIN,1500,1,FREE,32.65
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,27,863.73,1350,1836,FIN,1500,1,FREE,32.2
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,28,896.65,1400,1836,FIN,1500,1,FREE,32.92
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,29,929.3,1450,1836,FIN,1500,1,FREE,32.65
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,113,1,3,940,0.79,961.94,30,961.94,1500,1836,FIN,1500,1,FREE,32.64
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,1,30.02,50,,PRE,800,1,FREE,30.02
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,2,61.9,100,,PRE,800,1,FREE,31.88
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,3,93.19,150,,PRE,800,1,FREE,31.29
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,4,125.36,200,,PRE,800,1,FREE,32.17
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,5,156.84,250,,PRE,800,1,FREE,31.48
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,6,189,300,,PRE,800,1,FREE,32.16
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,7,220.71,350,,PRE,800,1,FREE,31.71
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,8,253.14,400,,PRE,800,1,FREE,32.43
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,9,284.86,450,,PRE,800,1,FREE,31.72
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,10,317.25,500,,PRE,800,1,FREE,32.39
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,11,349.06,550,,PRE,800,1,FREE,31.81
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,12,381.55,600,,PRE,800,1,FREE,32.49
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,13,413.35,650,,PRE,800,1,FREE,31.8
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,14,445.83,700,,PRE,800,1,FREE,32.48
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,15,477.44,750,,PRE,800,1,FREE,31.61
249807,KOBRICH SCHIMPL,KRISTEL,01/01/1985,F,CHILE,CHI,32,2,2,913,0.79,509.32,16,509.32,800,,PRE,800,1,FREE,31.88
249809,ELLIOT BANADOS,OLIVER,01/01/1987,M,CHILE,CHI,4,5,1,725,0.78,24.96,1,24.96,50,1105,PRE,50,1,FLY,24.96
249809,ELLIOT BANADOS,OLIVER,01/01/1987,M,CHILE,CHI,27,7,7,764,0.75,22.9,1,22.9,50,1000,PRE,50,1,FREE,22.9
245325,LIU,ZIGE,01/01/1989,F,China,CHN,20,3,3,904,0.81,127.63,1,28.04,50,1038,PRE,200,1,FLY,28.04
245325,LIU,ZIGE,01/01/1989,F,China,CHN,20,3,3,904,0.81,127.63,2,60.55,100,1038,PRE,200,1,FLY,32.51
245325,LIU,ZIGE,01/01/1989,F,China,CHN,20,3,3,904,0.81,127.63,3,93.54,150,1038,PRE,200,1,FLY,32.99
245325,LIU,ZIGE,01/01/1989,F,China,CHN,20,3,3,904,0.81,127.63,4,127.63,200,1038,PRE,200,1,FLY,34.09
245325,LIU,ZIGE,01/01/1989,F,China,CHN,220,1,5,913,0.81,127.18,1,28.22,50,1855,SEM,200,1,FLY,28.22
245325,LIU,ZIGE,01/01/1989,F,China,CHN,220,1,5,913,0.81,127.18,2,60.23,100,1855,SEM,200,1,FLY,32.01
245325,LIU,ZIGE,01/01/1989,F,China,CHN,220,1,5,913,0.81,127.18,3,93.2,150,1855,SEM,200,1,FLY,32.97
245325,LIU,ZIGE,01/01/1989,F,China,CHN,220,1,5,913,0.81,127.18,4,127.18,200,1855,SEM,200,1,FLY,33.98
245325,LIU,ZIGE,01/01/1989,F,China,CHN,120,1,6,971,0.81,124.59,1,28.87,50,1846,FIN,200,1,FLY,28.87
245325,LIU,ZIGE,01/01/1989,F,China,CHN,120,1,6,971,0.81,124.59,2,60.06,100,1846,FIN,200,1,FLY,31.19
245325,LIU,ZIGE,01/01/1989,F,China,CHN,120,1,6,971,0.81,124.59,3,92.49,150,1846,FIN,200,1,FLY,32.43
245325,LIU,ZIGE,01/01/1989,F,China,CHN,120,1,6,971,0.81,124.59,4,124.59,200,1846,FIN,200,1,FLY,32.1
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,1,29.83,50,1024,PRE,400,1,MEDLEY,29.83
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,2,63.19,100,1024,PRE,400,1,MEDLEY,33.36
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,3,98.92,150,1024,PRE,400,1,MEDLEY,35.73
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,4,133.37,200,1024,PRE,400,1,MEDLEY,34.45
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,5,175.58,250,1024,PRE,400,1,MEDLEY,42.21
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,6,215.73,300,1024,PRE,400,1,MEDLEY,40.15
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,7,248.54,350,1024,PRE,400,1,MEDLEY,32.81
245357,CHEN,XINYI,01/01/1998,F,China,CHN,38,3,7,885,0.7,279.54,8,279.54,400,1024,PRE,400,1,MEDLEY,31
245566,CHEN,YIN,01/01/1986,M,China,CHN,16,4,5,877,0.64,116.48,1,26.46,50,1038,PRE,200,1,FLY,26.46
245566,CHEN,YIN,01/01/1986,M,China,CHN,16,4,5,877,0.64,116.48,2,56.34,100,1038,PRE,200,1,FLY,29.88
245566,CHEN,YIN,01/01/1986,M,China,CHN,16,4,5,877,0.64,116.48,3,86.9,150,1038,PRE,200,1,FLY,30.56
245566,CHEN,YIN,01/01/1986,M,China,CHN,16,4,5,877,0.64,116.48,4,116.48,200,1038,PRE,200,1,FLY,29.58
245566,CHEN,YIN,01/01/1986,M,China,CHN,216,2,3,889,0.61,115.97,1,25.69,50,1935,SEM,200,1,FLY,25.69
245566,CHEN,YIN,01/01/1986,M,China,CHN,216,2,3,889,0.61,115.97,2,55.75,100,1935,SEM,200,1,FLY,30.06
245566,CHEN,YIN,01/01/1986,M,China,CHN,216,2,3,889,0.61,115.97,3,85.95,150,1935,SEM,200,1,FLY,30.2
245566,CHEN,YIN,01/01/1986,M,China,CHN,216,2,3,889,0.61,115.97,4,115.97,200,1935,SEM,200,1,FLY,30.02
245566,CHEN,YIN,01/01/1986,M,China,CHN,116,1,6,900,0.59,115.47,1,25.83,50,1823,FIN,200,1,FLY,25.83
245566,CHEN,YIN,01/01/1986,M,China,CHN,116,1,6,900,0.59,115.47,2,55.64,100,1823,FIN,200,1,FLY,29.81
245566,CHEN,YIN,01/01/1986,M,China,CHN,116,1,6,900,0.59,115.47,3,86.29,150,1823,FIN,200,1,FLY,30.65
245566,CHEN,YIN,01/01/1986,M,China,CHN,116,1,6,900,0.59,115.47,4,115.47,200,1823,FIN,200,1,FLY,29.18
245567,LIU,WEIJIA,01/01/1986,M,China,CHN,29,3,1,769,0.64,54.37,1,25.33,50,1039,PRE,100,1,FLY,25.33
245567,LIU,WEIJIA,01/01/1986,M,China,CHN,29,3,1,769,0.64,54.37,2,54.37,100,1039,PRE,100,1,FLY,29.04
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,1,26.16,50,1016,PRE,400,1,FREE,26.16
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,2,54.91,100,1016,PRE,400,1,FREE,28.75
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,3,84.01,150,1016,PRE,400,1,FREE,29.1
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,4,113.23,200,1016,PRE,400,1,FREE,29.22
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,5,142.1,250,1016,PRE,400,1,FREE,28.87
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,6,171.12,300,1016,PRE,400,1,FREE,29.02
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,7,199.69,350,1016,PRE,400,1,FREE,28.57
245569,HAO,YUN,01/01/1995,M,China,CHN,2,3,5,905,0.68,227.49,8,227.49,400,1016,PRE,400,1,FREE,27.8
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,1,26.29,50,1813,FIN,400,1,FREE,26.29
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,2,54.51,100,1813,FIN,400,1,FREE,28.22
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,3,83.67,150,1813,FIN,400,1,FREE,29.16
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,4,112.61,200,1813,FIN,400,1,FREE,28.94
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,5,141.6,250,1813,FIN,400,1,FREE,28.99
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,6,170.26,300,1813,FIN,400,1,FREE,28.66
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,7,199.99,350,1813,FIN,400,1,FREE,29.73
245569,HAO,YUN,01/01/1995,M,China,CHN,102,1,7,888,0.69,228.88,8,228.88,400,1813,FIN,400,1,FREE,28.89
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,1,28.65,50,1049,PRE,1500,1,FREE,28.65
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,2,59.39,100,1049,PRE,1500,1,FREE,30.74
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,3,90.45,150,1049,PRE,1500,1,FREE,31.06
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,4,121.23,200,1049,PRE,1500,1,FREE,30.78
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,5,151.89,250,1049,PRE,1500,1,FREE,30.66
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,6,182.7,300,1049,PRE,1500,1,FREE,30.81
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,7,213.86,350,1049,PRE,1500,1,FREE,31.16
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,8,244.51,400,1049,PRE,1500,1,FREE,30.65
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,9,275.19,450,1049,PRE,1500,1,FREE,30.68
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,10,305.71,500,1049,PRE,1500,1,FREE,30.52
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,11,336.79,550,1049,PRE,1500,1,FREE,31.08
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,12,367.9,600,1049,PRE,1500,1,FREE,31.11
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,13,398.96,650,1049,PRE,1500,1,FREE,31.06
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,14,430.09,700,1049,PRE,1500,1,FREE,31.13
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,15,461.1,750,1049,PRE,1500,1,FREE,31.01
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,16,492.14,800,1049,PRE,1500,1,FREE,31.04
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,17,523.6,850,1049,PRE,1500,1,FREE,31.46
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,18,554.33,900,1049,PRE,1500,1,FREE,30.73
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,19,585.85,950,1049,PRE,1500,1,FREE,31.52
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,20,616.74,1000,1049,PRE,1500,1,FREE,30.89
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,21,647.89,1050,1049,PRE,1500,1,FREE,31.15
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,22,679.08,1100,1049,PRE,1500,1,FREE,31.19
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,23,710.2,1150,1049,PRE,1500,1,FREE,31.12
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,24,741.41,1200,1049,PRE,1500,1,FREE,31.21
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,25,772.76,1250,1049,PRE,1500,1,FREE,31.35
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,26,803.42,1300,1049,PRE,1500,1,FREE,30.66
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,27,834.96,1350,1049,PRE,1500,1,FREE,31.54
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,28,865.56,1400,1049,PRE,1500,1,FREE,30.6
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,29,895.5,1450,1049,PRE,1500,1,FREE,29.94
245569,HAO,YUN,01/01/1995,M,China,CHN,36,3,7,846,0.73,924.63,30,924.63,1500,1049,PRE,1500,1,FREE,29.13
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,1,4,3,848,0.73,59.21,1,27.53,50,1000,PRE,100,1,FLY,27.53
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,1,4,3,848,0.73,59.21,2,59.21,100,1000,PRE,100,1,FLY,31.68
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,20,3,4,900,0.72,127.79,1,28.94,50,1038,PRE,200,1,FLY,28.94
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,20,3,4,900,0.72,127.79,2,62.01,100,1038,PRE,200,1,FLY,33.07
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,20,3,4,900,0.72,127.79,3,94.86,150,1038,PRE,200,1,FLY,32.85
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,20,3,4,900,0.72,127.79,4,127.79,200,1038,PRE,200,1,FLY,32.93
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,220,2,3,902,0.74,127.7,1,28.53,50,1855,SEM,200,1,FLY,28.53
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,220,2,3,902,0.74,127.7,2,61.85,100,1855,SEM,200,1,FLY,33.32
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,220,2,3,902,0.74,127.7,3,94.71,150,1855,SEM,200,1,FLY,32.86
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,220,2,3,902,0.74,127.7,4,127.7,200,1855,SEM,200,1,FLY,32.99
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,120,1,1,925,0.74,126.65,1,28.28,50,1846,FIN,200,1,FLY,28.28
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,120,1,1,925,0.74,126.65,2,61.24,100,1846,FIN,200,1,FLY,32.96
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,120,1,1,925,0.74,126.65,3,93.99,150,1846,FIN,200,1,FLY,32.75
245571,JIAO,LIUYANG,01/01/1991,F,China,CHN,120,1,1,925,0.74,126.65,4,126.65,200,1846,FIN,200,1,FLY,32.66
245573,QIU,YUHAN,01/01/1998,F,China,CHN,15,3,2,869,0.63,118.38,1,26.87,50,1019,PRE,200,1,FREE,26.87
245573,QIU,YUHAN,01/01/1998,F,China,CHN,15,3,2,869,0.63,118.38,2,56.63,100,1019,PRE,200,1,FREE,29.76
245573,QIU,YUHAN,01/01/1998,F,China,CHN,15,3,2,869,0.63,118.38,3,86.84,150,1019,PRE,200,1,FREE,30.21
245573,QIU,YUHAN,01/01/1998,F,China,CHN,15,3,2,869,0.63,118.38,4,118.38,200,1019,PRE,200,1,FREE,31.54
245573,QIU,YUHAN,01/01/1998,F,China,CHN,215,1,1,851,0.6,119.2,1,26.93,50,1914,SEM,200,1,FREE,26.93
245573,QIU,YUHAN,01/01/1998,F,China,CHN,215,1,1,851,0.6,119.2,2,57.16,100,1914,SEM,200,1,FREE,30.23
245573,QIU,YUHAN,01/01/1998,F,China,CHN,215,1,1,851,0.6,119.2,3,87.81,150,1914,SEM,200,1,FREE,30.65
245573,QIU,YUHAN,01/01/1998,F,China,CHN,215,1,1,851,0.6,119.2,4,119.2,200,1914,SEM,200,1,FREE,31.39
245573,QIU,YUHAN,01/01/1998,F,China,CHN,22,7,1,851,0.61,54.93,1,26.33,50,1000,PRE,100,1,FREE,26.33
245573,QIU,YUHAN,01/01/1998,F,China,CHN,22,7,1,851,0.61,54.93,2,54.93,100,1000,PRE,100,1,FREE,28.6
245573,QIU,YUHAN,01/01/1998,F,China,CHN,222,1,1,820,0.63,55.61,1,26.84,50,1802,SEM,100,1,FREE,26.84
245573,QIU,YUHAN,01/01/1998,F,China,CHN,222,1,1,820,0.63,55.61,2,55.61,100,1802,SEM,100,1,FREE,28.77
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,21,5,1,866,0.71,119.68,1,25.84,50,1051,PRE,200,1,MEDLEY,25.84
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,21,5,1,866,0.71,119.68,2,58.48,100,1051,PRE,200,1,MEDLEY,32.64
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,21,5,1,866,0.71,119.68,3,91.87,150,1051,PRE,200,1,MEDLEY,33.39
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,21,5,1,866,0.71,119.68,4,119.68,200,1051,PRE,200,1,MEDLEY,27.81
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,221,2,8,867,0.73,119.65,1,26.09,50,1916,SEM,200,1,MEDLEY,26.09
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,221,2,8,867,0.73,119.65,2,57.79,100,1916,SEM,200,1,MEDLEY,31.7
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,221,2,8,867,0.73,119.65,3,92.09,150,1916,SEM,200,1,MEDLEY,34.3
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,221,2,8,867,0.73,119.65,4,119.65,200,1916,SEM,200,1,MEDLEY,27.56
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,25,4,2,901,0.7,131.81,1,30.41,50,1054,PRE,200,1,BREAST,30.41
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,25,4,2,901,0.7,131.81,2,64.57,100,1054,PRE,200,1,BREAST,34.16
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,25,4,2,901,0.7,131.81,3,98.17,150,1054,PRE,200,1,BREAST,33.6
245882,MAO,FEILIAN,01/01/1993,M,China,CHN,25,4,2,901,0.7,131.81,4,131.81,200,1054,PRE,200,1,BREAST,33.64
245884,SUN,XIAOLEI,01/01/1986,M,China,CHN,34,5,7,888,0.52,25.01,1,25.01,50,1018,PRE,50,1,BACK,25.01
245884,SUN,XIAOLEI,01/01/1986,M,China,CHN,234,2,2,894,0.54,24.95,1,24.95,50,1915,SEM,50,1,BACK,24.95
245884,SUN,XIAOLEI,01/01/1986,M,China,CHN,134,1,8,915,0.5,24.76,1,24.76,50,1802,FIN,50,1,BACK,24.76
245885,ZHOU,YANXIN,01/01/1990,F,China,CHN,9,4,7,865,0.63,60.99,1,29.87,50,1000,PRE,100,1,BACK,29.87
245885,ZHOU,YANXIN,01/01/1990,F,China,CHN,9,4,7,865,0.63,60.99,2,60.99,100,1000,PRE,100,1,BACK,31.12
245885,ZHOU,YANXIN,01/01/1990,F,China,CHN,209,1,7,871,0.59,60.85,1,29.78,50,1855,SEM,100,1,BACK,29.78
245885,ZHOU,YANXIN,01/01/1990,F,China,CHN,209,1,7,871,0.59,60.85,2,60.85,100,1855,SEM,100,1,BACK,31.07
245922,LI,YUNQI,01/01/1993,M,China,CHN,12,7,9,838,0.72,108.18,1,25.56,50,1047,PRE,200,1,FREE,25.56
245922,LI,YUNQI,01/01/1993,M,China,CHN,12,7,9,838,0.72,108.18,2,52.54,100,1047,PRE,200,1,FREE,26.98
245922,LI,YUNQI,01/01/1993,M,China,CHN,12,7,9,838,0.72,108.18,3,80.47,150,1047,PRE,200,1,FREE,27.93
245922,LI,YUNQI,01/01/1993,M,China,CHN,12,7,9,838,0.72,108.18,4,108.18,200,1047,PRE,200,1,FREE,27.71
245922,LI,YUNQI,01/01/1993,M,China,CHN,212,1,1,857,0.72,107.36,1,25.16,50,1913,SEM,200,1,FREE,25.16
245922,LI,YUNQI,01/01/1993,M,China,CHN,212,1,1,857,0.72,107.36,2,52.44,100,1913,SEM,200,1,FREE,27.28
245922,LI,YUNQI,01/01/1993,M,China,CHN,212,1,1,857,0.72,107.36,3,79.77,150,1913,SEM,200,1,FREE,27.33
245922,LI,YUNQI,01/01/1993,M,China,CHN,212,1,1,857,0.72,107.36,4,107.36,200,1913,SEM,200,1,FREE,27.59
246194,WANG,SHUN,01/01/1994,M,China,CHN,12,5,3,837,0.64,108.19,1,25.38,50,1047,PRE,200,1,FREE,25.38
246194,WANG,SHUN,01/01/1994,M,China,CHN,12,5,3,837,0.64,108.19,2,52.96,100,1047,PRE,200,1,FREE,27.58
246194,WANG,SHUN,01/01/1994,M,China,CHN,12,5,3,837,0.64,108.19,3,80.76,150,1047,PRE,200,1,FREE,27.8
246194,WANG,SHUN,01/01/1994,M,China,CHN,12,5,3,837,0.64,108.19,4,108.19,200,1047,PRE,200,1,FREE,27.43
246194,WANG,SHUN,01/01/1994,M,China,CHN,212,2,8,846,0.64,107.84,1,25.5,50,1913,SEM,200,1,FREE,25.5
246194,WANG,SHUN,01/01/1994,M,China,CHN,212,2,8,846,0.64,107.84,2,52.83,100,1913,SEM,200,1,FREE,27.33
246194,WANG,SHUN,01/01/1994,M,China,CHN,212,2,8,846,0.64,107.84,3,80.83,150,1913,SEM,200,1,FREE,28
246194,WANG,SHUN,01/01/1994,M,China,CHN,212,2,8,846,0.64,107.84,4,107.84,200,1913,SEM,200,1,FREE,27.01
246194,WANG,SHUN,01/01/1994,M,China,CHN,21,4,2,908,0.66,117.83,1,25.31,50,1051,PRE,200,1,MEDLEY,25.31
246194,WANG,SHUN,01/01/1994,M,China,CHN,21,4,2,908,0.66,117.83,2,55.99,100,1051,PRE,200,1,MEDLEY,30.68
246194,WANG,SHUN,01/01/1994,M,China,CHN,21,4,2,908,0.66,117.83,3,90.02,150,1051,PRE,200,1,MEDLEY,34.03
246194,WANG,SHUN,01/01/1994,M,China,CHN,21,4,2,908,0.66,117.83,4,117.83,200,1051,PRE,200,1,MEDLEY,27.81
246194,WANG,SHUN,01/01/1994,M,China,CHN,221,2,5,908,0.64,117.8,1,25.27,50,1916,SEM,200,1,MEDLEY,25.27
246194,WANG,SHUN,01/01/1994,M,China,CHN,221,2,5,908,0.64,117.8,2,56.24,100,1916,SEM,200,1,MEDLEY,30.97
246194,WANG,SHUN,01/01/1994,M,China,CHN,221,2,5,908,0.64,117.8,3,90.06,150,1916,SEM,200,1,MEDLEY,33.82
246194,WANG,SHUN,01/01/1994,M,China,CHN,221,2,5,908,0.64,117.8,4,117.8,200,1916,SEM,200,1,MEDLEY,27.74
246194,WANG,SHUN,01/01/1994,M,China,CHN,121,1,2,930,0.66,116.86,1,25.09,50,1813,FIN,200,1,MEDLEY,25.09
246194,WANG,SHUN,01/01/1994,M,China,CHN,121,1,2,930,0.66,116.86,2,56.68,100,1813,FIN,200,1,MEDLEY,31.59
246194,WANG,SHUN,01/01/1994,M,China,CHN,121,1,2,930,0.66,116.86,3,89.44,150,1813,FIN,200,1,MEDLEY,32.76
246194,WANG,SHUN,01/01/1994,M,China,CHN,121,1,2,930,0.66,116.86,4,116.86,200,1813,FIN,200,1,MEDLEY,27.42
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,1,29.6,50,1112,PRE,1500,1,FREE,29.6
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,2,61.06,100,1112,PRE,1500,1,FREE,31.46
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,3,93.64,150,1112,PRE,1500,1,FREE,32.58
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,4,126.1,200,1112,PRE,1500,1,FREE,32.46
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,5,158.62,250,1112,PRE,1500,1,FREE,32.52
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,6,191.07,300,1112,PRE,1500,1,FREE,32.45
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,7,223.65,350,1112,PRE,1500,1,FREE,32.58
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,8,255.89,400,1112,PRE,1500,1,FREE,32.24
246197,XU,DANLU,01/01/1998,F,China,CHN,13,3,5,930,0.7,965.59,9,288.16,450,1112,PRE,1500,1,FREE,32.27
